time,Desa,Dusun,DiseasestoPlot,MOUYN,GIS_time,Desa_pop_2018,Disease_cat,NumDiagnoses,TotalYearlyPatients
zAfter,Dusun Besar,Mulya Usaha,Trauma,0,92.71279477,2549.726264,Other,0,2
zAfter,Dusun Besar,Mulya Usaha,Tuberculosis,0,92.71279477,2549.726264,Infectious,0,2
zAfter,Dusun Besar,Mulya Usaha,Untracked,0,92.71279477,2549.726264,Untracked,2,8
zAfter,Dusun Besar,Mulya Usaha,Upper respiratory infections,0,92.71279477,2549.726264,Infectious,0,2
zAfter,Dusun Kecil,Dusun Kecil,Anemia,0,77.42309111,3649.850594,Other,0,1
zAfter,Dusun Kecil,Dusun Kecil,Childhood-cluster diseases,0,77.42309111,3649.850594,Infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,COPD,0,77.42309111,3649.850594,Non-infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,Dental disease,0,77.42309111,3649.850594,Other,0,1
zAfter,Dusun Kecil,Dusun Kecil,Diabetes,0,77.42309111,3649.850594,Non-infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,Diarrheal disease,0,77.42309111,3649.850594,Infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,Heart Disease,0,77.42309111,3649.850594,Non-infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,Liver Disease,0,77.42309111,3649.850594,Other,0,1
zAfter,Dusun Kecil,Dusun Kecil,Lower respiratory infections,0,77.42309111,3649.850594,Infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,Malaria,0,77.42309111,3649.850594,Infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,Malnutrition,0,77.42309111,3649.850594,Non-infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,NTD,0,77.42309111,3649.850594,Infectious,0,9
zAfter,Dusun Kecil,Dusun Kecil,Trauma,0,77.42309111,3649.850594,Other,0,1
zAfter,Dusun Kecil,Dusun Kecil,Tuberculosis,0,77.42309111,3649.850594,Infectious,0,1
zAfter,Dusun Kecil,Dusun Kecil,Untracked,0,77.42309111,3649.850594,Untracked,1,4
zAfter,Dusun Kecil,Dusun Kecil,Upper respiratory infections,0,77.42309111,3649.850594,Infectious,0,1
zAfter,Dusun Kecil,Era Baru,Anemia,0,77.42309111,3649.850594,Other,0,2
zAfter,Dusun Kecil,Era Baru,Childhood-cluster diseases,0,77.42309111,3649.850594,Infectious,0,2
zAfter,Dusun Kecil,Era Baru,COPD,0,77.42309111,3649.850594,Non-infectious,0,2
zAfter,Dusun Kecil,Era Baru,Dental disease,0,77.42309111,3649.850594,Other,2,2
zAfter,Dusun Kecil,Era Baru,Diabetes,0,77.42309111,3649.850594,Non-infectious,0,2
zAfter,Dusun Kecil,Era Baru,Diarrheal disease,0,77.42309111,3649.850594,Infectious,0,2
zAfter,Dusun Kecil,Era Baru,Heart Disease,0,77.42309111,3649.850594,Non-infectious,0,2
zAfter,Dusun Kecil,Era Baru,Liver Disease,0,77.42309111,3649.850594,Other,0,2
zAfter,Dusun Kecil,Era Baru,Lower respiratory infections,0,77.42309111,3649.850594,Infectious,0,2
zAfter,Dusun Kecil,Era Baru,Malaria,0,77.42309111,3649.850594,Infectious,0,2
zAfter,Dusun Kecil,Era Baru,Malnutrition,0,77.42309111,3649.850594,Non-infectious,0,2
zAfter,Dusun Kecil,Era Baru,NTD,0,77.42309111,3649.850594,Infectious,0,18
zAfter,Dusun Kecil,Era Baru,Trauma,0,77.42309111,3649.850594,Other,0,2
zAfter,Dusun Kecil,Era Baru,Tuberculosis,0,77.42309111,3649.850594,Infectious,0,2
zAfter,Dusun Kecil,Era Baru,Untracked,0,77.42309111,3649.850594,Untracked,0,8
zAfter,Dusun Kecil,Era Baru,Upper respiratory infections,0,77.42309111,3649.850594,Infectious,0,2
zAfter,Dusun Kecil,Tenaga Baru,Anemia,0,77.42309111,3649.850594,Other,0,4
zAfter,Dusun Kecil,Tenaga Baru,Childhood-cluster diseases,0,77.42309111,3649.850594,Infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,COPD,0,77.42309111,3649.850594,Non-infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,Dental disease,0,77.42309111,3649.850594,Other,1,4
zAfter,Dusun Kecil,Tenaga Baru,Diabetes,0,77.42309111,3649.850594,Non-infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,Diarrheal disease,0,77.42309111,3649.850594,Infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,Heart Disease,0,77.42309111,3649.850594,Non-infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,Liver Disease,0,77.42309111,3649.850594,Other,0,4
zAfter,Dusun Kecil,Tenaga Baru,Lower respiratory infections,0,77.42309111,3649.850594,Infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,Malaria,0,77.42309111,3649.850594,Infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,Malnutrition,0,77.42309111,3649.850594,Non-infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,NTD,0,77.42309111,3649.850594,Infectious,0,36
zAfter,Dusun Kecil,Tenaga Baru,Trauma,0,77.42309111,3649.850594,Other,0,4
zAfter,Dusun Kecil,Tenaga Baru,Tuberculosis,0,77.42309111,3649.850594,Infectious,0,4
zAfter,Dusun Kecil,Tenaga Baru,Untracked,0,77.42309111,3649.850594,Untracked,3,16
zAfter,Dusun Kecil,Tenaga Baru,Upper respiratory infections,0,77.42309111,3649.850594,Infectious,0,4
zAfter,Far,Far,Anemia,0,123.637541,318484.307,Other,9,2468
zAfter,Far,Far,Childhood-cluster diseases,0,123.637541,318484.307,Infectious,2,2468
zAfter,Far,Far,COPD,0,123.637541,318484.307,Non-infectious,31,2468
zAfter,Far,Far,Dental disease,0,123.637541,318484.307,Other,347,2468
zAfter,Far,Far,Diabetes,0,123.637541,318484.307,Non-infectious,102,2468
zAfter,Far,Far,Diarrheal disease,0,123.637541,318484.307,Infectious,43,2468
zAfter,Far,Far,Heart Disease,0,123.637541,318484.307,Non-infectious,91,2468
zAfter,Far,Far,Liver Disease,0,123.637541,318484.307,Other,9,2468
zAfter,Far,Far,Lower respiratory infections,0,123.637541,318484.307,Infectious,110,2468
zAfter,Far,Far,Malaria,0,123.637541,318484.307,Infectious,3,2468
zAfter,Far,Far,Malnutrition,0,123.637541,318484.307,Non-infectious,4,2468
zAfter,Far,Far,NTD,0,123.637541,318484.307,Infectious,26,22212
zAfter,Far,Far,Trauma,0,123.637541,318484.307,Other,34,2468
zAfter,Far,Far,Tuberculosis,0,123.637541,318484.307,Infectious,33,2468
zAfter,Far,Far,Untracked,0,123.637541,318484.307,Untracked,1871,9872
zAfter,Far,Far,Upper respiratory infections,0,123.637541,318484.307,Infectious,169,2468
zAfter,Gunung Sembilan,Nirmala,Anemia,1,13.15897732,1135.185395,Other,0,49
zAfter,Gunung Sembilan,Nirmala,Childhood-cluster diseases,1,13.15897732,1135.185395,Infectious,0,49
zAfter,Gunung Sembilan,Nirmala,COPD,1,13.15897732,1135.185395,Non-infectious,1,49
zAfter,Gunung Sembilan,Nirmala,Dental disease,1,13.15897732,1135.185395,Other,12,49
zAfter,Gunung Sembilan,Nirmala,Diabetes,1,13.15897732,1135.185395,Non-infectious,1,49
zAfter,Gunung Sembilan,Nirmala,Diarrheal disease,1,13.15897732,1135.185395,Infectious,1,49
zAfter,Gunung Sembilan,Nirmala,Heart Disease,1,13.15897732,1135.185395,Non-infectious,2,49
zAfter,Gunung Sembilan,Nirmala,Liver Disease,1,13.15897732,1135.185395,Other,0,49
zAfter,Gunung Sembilan,Nirmala,Lower respiratory infections,1,13.15897732,1135.185395,Infectious,0,49
zAfter,Gunung Sembilan,Nirmala,Malaria,1,13.15897732,1135.185395,Infectious,0,49
zAfter,Gunung Sembilan,Nirmala,Malnutrition,1,13.15897732,1135.185395,Non-infectious,0,49
zAfter,Gunung Sembilan,Nirmala,NTD,1,13.15897732,1135.185395,Infectious,0,441
zAfter,Gunung Sembilan,Nirmala,Trauma,1,13.15897732,1135.185395,Other,0,49
zAfter,Gunung Sembilan,Nirmala,Tuberculosis,1,13.15897732,1135.185395,Infectious,0,49
zAfter,Gunung Sembilan,Nirmala,Untracked,1,13.15897732,1135.185395,Untracked,37,196
zAfter,Gunung Sembilan,Nirmala,Upper respiratory infections,1,13.15897732,1135.185395,Infectious,4,49
zAfter,Gunung Sembilan,Sebadal,Anemia,1,13.15897732,1135.185395,Other,0,27
zAfter,Gunung Sembilan,Sebadal,Childhood-cluster diseases,1,13.15897732,1135.185395,Infectious,0,27
zAfter,Gunung Sembilan,Sebadal,COPD,1,13.15897732,1135.185395,Non-infectious,0,27
zAfter,Gunung Sembilan,Sebadal,Dental disease,1,13.15897732,1135.185395,Other,6,27
zAfter,Gunung Sembilan,Sebadal,Diabetes,1,13.15897732,1135.185395,Non-infectious,0,27
zAfter,Gunung Sembilan,Sebadal,Diarrheal disease,1,13.15897732,1135.185395,Infectious,0,27
zAfter,Gunung Sembilan,Sebadal,Heart Disease,1,13.15897732,1135.185395,Non-infectious,0,27
zAfter,Gunung Sembilan,Sebadal,Liver Disease,1,13.15897732,1135.185395,Other,0,27
zAfter,Gunung Sembilan,Sebadal,Lower respiratory infections,1,13.15897732,1135.185395,Infectious,3,27
zAfter,Gunung Sembilan,Sebadal,Malaria,1,13.15897732,1135.185395,Infectious,0,27
zAfter,Gunung Sembilan,Sebadal,Malnutrition,1,13.15897732,1135.185395,Non-infectious,0,27
zAfter,Gunung Sembilan,Sebadal,NTD,1,13.15897732,1135.185395,Infectious,0,243
zAfter,Gunung Sembilan,Sebadal,Trauma,1,13.15897732,1135.185395,Other,1,27
zAfter,Gunung Sembilan,Sebadal,Tuberculosis,1,13.15897732,1135.185395,Infectious,0,27
zAfter,Gunung Sembilan,Sebadal,Untracked,1,13.15897732,1135.185395,Untracked,18,108
zAfter,Gunung Sembilan,Sebadal,Upper respiratory infections,1,13.15897732,1135.185395,Infectious,1,27
zAfter,Gunung Sembilan,Tambak Rawang,Anemia,1,13.15897732,1135.185395,Other,0,93
zAfter,Gunung Sembilan,Tambak Rawang,Childhood-cluster diseases,1,13.15897732,1135.185395,Infectious,0,93
zAfter,Gunung Sembilan,Tambak Rawang,COPD,1,13.15897732,1135.185395,Non-infectious,1,93
zAfter,Gunung Sembilan,Tambak Rawang,Dental disease,1,13.15897732,1135.185395,Other,26,93
zAfter,Gunung Sembilan,Tambak Rawang,Diabetes,1,13.15897732,1135.185395,Non-infectious,2,93
zAfter,Gunung Sembilan,Tambak Rawang,Diarrheal disease,1,13.15897732,1135.185395,Infectious,7,93
zAfter,Gunung Sembilan,Tambak Rawang,Heart Disease,1,13.15897732,1135.185395,Non-infectious,2,93
zAfter,Gunung Sembilan,Tambak Rawang,Liver Disease,1,13.15897732,1135.185395,Other,0,93
zAfter,Gunung Sembilan,Tambak Rawang,Lower respiratory infections,1,13.15897732,1135.185395,Infectious,6,93
zAfter,Gunung Sembilan,Tambak Rawang,Malaria,1,13.15897732,1135.185395,Infectious,0,93
zAfter,Gunung Sembilan,Tambak Rawang,Malnutrition,1,13.15897732,1135.185395,Non-infectious,1,93
zAfter,Gunung Sembilan,Tambak Rawang,NTD,1,13.15897732,1135.185395,Infectious,0,837
zAfter,Gunung Sembilan,Tambak Rawang,Trauma,1,13.15897732,1135.185395,Other,1,93
zAfter,Gunung Sembilan,Tambak Rawang,Tuberculosis,1,13.15897732,1135.185395,Infectious,0,93
zAfter,Gunung Sembilan,Tambak Rawang,Untracked,1,13.15897732,1135.185395,Untracked,61,372
zAfter,Gunung Sembilan,Tambak Rawang,Upper respiratory infections,1,13.15897732,1135.185395,Infectious,5,93
zAfter,Harapan Mulia,Mentubang,Anemia,1,19.01608989,3191.567392,Other,0,159
zAfter,Harapan Mulia,Mentubang,Childhood-cluster diseases,1,19.01608989,3191.567392,Infectious,2,159
zAfter,Harapan Mulia,Mentubang,COPD,1,19.01608989,3191.567392,Non-infectious,3,159
zAfter,Harapan Mulia,Mentubang,Dental disease,1,19.01608989,3191.567392,Other,42,159
zAfter,Harapan Mulia,Mentubang,Diabetes,1,19.01608989,3191.567392,Non-infectious,5,159
zAfter,Harapan Mulia,Mentubang,Diarrheal disease,1,19.01608989,3191.567392,Infectious,4,159
zAfter,Harapan Mulia,Mentubang,Heart Disease,1,19.01608989,3191.567392,Non-infectious,7,159
zAfter,Harapan Mulia,Mentubang,Liver Disease,1,19.01608989,3191.567392,Other,0,159
zAfter,Harapan Mulia,Mentubang,Lower respiratory infections,1,19.01608989,3191.567392,Infectious,11,159
zAfter,Harapan Mulia,Mentubang,Malaria,1,19.01608989,3191.567392,Infectious,0,159
zAfter,Harapan Mulia,Mentubang,Malnutrition,1,19.01608989,3191.567392,Non-infectious,0,159
zAfter,Harapan Mulia,Mentubang,NTD,1,19.01608989,3191.567392,Infectious,0,1431
zAfter,Harapan Mulia,Mentubang,Trauma,1,19.01608989,3191.567392,Other,2,159
zAfter,Harapan Mulia,Mentubang,Tuberculosis,1,19.01608989,3191.567392,Infectious,3,159
zAfter,Harapan Mulia,Mentubang,Untracked,1,19.01608989,3191.567392,Untracked,113,636
zAfter,Harapan Mulia,Mentubang,Upper respiratory infections,1,19.01608989,3191.567392,Infectious,7,159
zAfter,Harapan Mulia,Rantau Panjang,Anemia,1,19.01608989,3191.567392,Other,2,162
zAfter,Harapan Mulia,Rantau Panjang,Childhood-cluster diseases,1,19.01608989,3191.567392,Infectious,1,162
zAfter,Harapan Mulia,Rantau Panjang,COPD,1,19.01608989,3191.567392,Non-infectious,0,162
zAfter,Harapan Mulia,Rantau Panjang,Dental disease,1,19.01608989,3191.567392,Other,24,162
zAfter,Harapan Mulia,Rantau Panjang,Diabetes,1,19.01608989,3191.567392,Non-infectious,6,162
zAfter,Harapan Mulia,Rantau Panjang,Diarrheal disease,1,19.01608989,3191.567392,Infectious,5,162
zAfter,Harapan Mulia,Rantau Panjang,Heart Disease,1,19.01608989,3191.567392,Non-infectious,7,162
zAfter,Harapan Mulia,Rantau Panjang,Liver Disease,1,19.01608989,3191.567392,Other,1,162
zAfter,Harapan Mulia,Rantau Panjang,Lower respiratory infections,1,19.01608989,3191.567392,Infectious,13,162
zAfter,Harapan Mulia,Rantau Panjang,Malaria,1,19.01608989,3191.567392,Infectious,0,162
zAfter,Harapan Mulia,Rantau Panjang,Malnutrition,1,19.01608989,3191.567392,Non-infectious,0,162
zAfter,Harapan Mulia,Rantau Panjang,NTD,1,19.01608989,3191.567392,Infectious,1,1458
zAfter,Harapan Mulia,Rantau Panjang,Trauma,1,19.01608989,3191.567392,Other,2,162
zAfter,Harapan Mulia,Rantau Panjang,Tuberculosis,1,19.01608989,3191.567392,Infectious,2,162
zAfter,Harapan Mulia,Rantau Panjang,Untracked,1,19.01608989,3191.567392,Untracked,124,648
zAfter,Harapan Mulia,Rantau Panjang,Upper respiratory infections,1,19.01608989,3191.567392,Infectious,17,162
zAfter,Harapan Mulia,Senebing,Anemia,1,19.01608989,3191.567392,Other,0,67
zAfter,Harapan Mulia,Senebing,Childhood-cluster diseases,1,19.01608989,3191.567392,Infectious,0,67
zAfter,Harapan Mulia,Senebing,COPD,1,19.01608989,3191.567392,Non-infectious,1,67
zAfter,Harapan Mulia,Senebing,Dental disease,1,19.01608989,3191.567392,Other,9,67
zAfter,Harapan Mulia,Senebing,Diabetes,1,19.01608989,3191.567392,Non-infectious,0,67
zAfter,Harapan Mulia,Senebing,Diarrheal disease,1,19.01608989,3191.567392,Infectious,1,67
zAfter,Harapan Mulia,Senebing,Heart Disease,1,19.01608989,3191.567392,Non-infectious,0,67
zAfter,Harapan Mulia,Senebing,Liver Disease,1,19.01608989,3191.567392,Other,0,67
zAfter,Harapan Mulia,Senebing,Lower respiratory infections,1,19.01608989,3191.567392,Infectious,1,67
zAfter,Harapan Mulia,Senebing,Malaria,1,19.01608989,3191.567392,Infectious,0,67
zAfter,Harapan Mulia,Senebing,Malnutrition,1,19.01608989,3191.567392,Non-infectious,0,67
zAfter,Harapan Mulia,Senebing,NTD,1,19.01608989,3191.567392,Infectious,1,603
zAfter,Harapan Mulia,Senebing,Trauma,1,19.01608989,3191.567392,Other,2,67
zAfter,Harapan Mulia,Senebing,Tuberculosis,1,19.01608989,3191.567392,Infectious,1,67
zAfter,Harapan Mulia,Senebing,Untracked,1,19.01608989,3191.567392,Untracked,51,268
zAfter,Harapan Mulia,Senebing,Upper respiratory infections,1,19.01608989,3191.567392,Infectious,6,67
zAfter,Kamboja,Suka Maju,Anemia,0,65.58999186,3817.838647,Other,0,8
zAfter,Kamboja,Suka Maju,Childhood-cluster diseases,0,65.58999186,3817.838647,Infectious,0,8
zAfter,Kamboja,Suka Maju,COPD,0,65.58999186,3817.838647,Non-infectious,0,8
zAfter,Kamboja,Suka Maju,Dental disease,0,65.58999186,3817.838647,Other,3,8
zAfter,Kamboja,Suka Maju,Diabetes,0,65.58999186,3817.838647,Non-infectious,0,8
zAfter,Kamboja,Suka Maju,Diarrheal disease,0,65.58999186,3817.838647,Infectious,0,8
zAfter,Kamboja,Suka Maju,Heart Disease,0,65.58999186,3817.838647,Non-infectious,0,8
zAfter,Kamboja,Suka Maju,Liver Disease,0,65.58999186,3817.838647,Other,0,8
zAfter,Kamboja,Suka Maju,Lower respiratory infections,0,65.58999186,3817.838647,Infectious,0,8
zAfter,Kamboja,Suka Maju,Malaria,0,65.58999186,3817.838647,Infectious,0,8
zAfter,Kamboja,Suka Maju,Malnutrition,0,65.58999186,3817.838647,Non-infectious,0,8
zAfter,Kamboja,Suka Maju,NTD,0,65.58999186,3817.838647,Infectious,0,72
zAfter,Kamboja,Suka Maju,Trauma,0,65.58999186,3817.838647,Other,0,8
zAfter,Kamboja,Suka Maju,Tuberculosis,0,65.58999186,3817.838647,Infectious,0,8
zAfter,Kamboja,Suka Maju,Untracked,0,65.58999186,3817.838647,Untracked,5,32
zAfter,Kamboja,Suka Maju,Upper respiratory infections,0,65.58999186,3817.838647,Infectious,0,8
zAfter,Kamboja,Suka Tengah,Anemia,0,65.58999186,3817.838647,Other,0,7
zAfter,Kamboja,Suka Tengah,Childhood-cluster diseases,0,65.58999186,3817.838647,Infectious,0,7
zAfter,Kamboja,Suka Tengah,COPD,0,65.58999186,3817.838647,Non-infectious,0,7
zAfter,Kamboja,Suka Tengah,Dental disease,0,65.58999186,3817.838647,Other,0,7
zAfter,Kamboja,Suka Tengah,Diabetes,0,65.58999186,3817.838647,Non-infectious,0,7
zAfter,Kamboja,Suka Tengah,Diarrheal disease,0,65.58999186,3817.838647,Infectious,0,7
zAfter,Kamboja,Suka Tengah,Heart Disease,0,65.58999186,3817.838647,Non-infectious,2,7
zAfter,Kamboja,Suka Tengah,Liver Disease,0,65.58999186,3817.838647,Other,0,7
zAfter,Kamboja,Suka Tengah,Lower respiratory infections,0,65.58999186,3817.838647,Infectious,1,7
zAfter,Kamboja,Suka Tengah,Malaria,0,65.58999186,3817.838647,Infectious,0,7
zAfter,Kamboja,Suka Tengah,Malnutrition,0,65.58999186,3817.838647,Non-infectious,0,7
zAfter,Kamboja,Suka Tengah,NTD,0,65.58999186,3817.838647,Infectious,0,63
zAfter,Kamboja,Suka Tengah,Trauma,0,65.58999186,3817.838647,Other,0,7
zAfter,Kamboja,Suka Tengah,Tuberculosis,0,65.58999186,3817.838647,Infectious,0,7
zAfter,Kamboja,Suka Tengah,Untracked,0,65.58999186,3817.838647,Untracked,6,28
zAfter,Kamboja,Suka Tengah,Upper respiratory infections,0,65.58999186,3817.838647,Infectious,0,7
zAfter,Kamboja,Sukamandi,Anemia,0,65.58999186,3817.838647,Other,0,2
zAfter,Kamboja,Sukamandi,Childhood-cluster diseases,0,65.58999186,3817.838647,Infectious,0,2
zAfter,Kamboja,Sukamandi,COPD,0,65.58999186,3817.838647,Non-infectious,0,2
zAfter,Kamboja,Sukamandi,Dental disease,0,65.58999186,3817.838647,Other,0,2
zAfter,Kamboja,Sukamandi,Diabetes,0,65.58999186,3817.838647,Non-infectious,1,2
zAfter,Kamboja,Sukamandi,Diarrheal disease,0,65.58999186,3817.838647,Infectious,0,2
zAfter,Kamboja,Sukamandi,Heart Disease,0,65.58999186,3817.838647,Non-infectious,0,2
zAfter,Kamboja,Sukamandi,Liver Disease,0,65.58999186,3817.838647,Other,0,2
zAfter,Kamboja,Sukamandi,Lower respiratory infections,0,65.58999186,3817.838647,Infectious,0,2
zAfter,Kamboja,Sukamandi,Malaria,0,65.58999186,3817.838647,Infectious,0,2
zAfter,Kamboja,Sukamandi,Malnutrition,0,65.58999186,3817.838647,Non-infectious,0,2
zAfter,Kamboja,Sukamandi,NTD,0,65.58999186,3817.838647,Infectious,0,18
zAfter,Kamboja,Sukamandi,Trauma,0,65.58999186,3817.838647,Other,0,2
zAfter,Kamboja,Sukamandi,Tuberculosis,0,65.58999186,3817.838647,Infectious,0,2
zAfter,Kamboja,Sukamandi,Untracked,0,65.58999186,3817.838647,Untracked,2,8
zAfter,Kamboja,Sukamandi,Upper respiratory infections,0,65.58999186,3817.838647,Infectious,0,2
zAfter,Laman Satong,Kepayang,Anemia,1,82.1973091,8179.765766,Other,0,64
zAfter,Laman Satong,Kepayang,Childhood-cluster diseases,1,82.1973091,8179.765766,Infectious,0,64
zAfter,Laman Satong,Kepayang,COPD,1,82.1973091,8179.765766,Non-infectious,1,64
zAfter,Laman Satong,Kepayang,Dental disease,1,82.1973091,8179.765766,Other,8,64
zAfter,Laman Satong,Kepayang,Diabetes,1,82.1973091,8179.765766,Non-infectious,1,64
zAfter,Laman Satong,Kepayang,Diarrheal disease,1,82.1973091,8179.765766,Infectious,3,64
zAfter,Laman Satong,Kepayang,Heart Disease,1,82.1973091,8179.765766,Non-infectious,3,64
zAfter,Laman Satong,Kepayang,Liver Disease,1,82.1973091,8179.765766,Other,0,64
zAfter,Laman Satong,Kepayang,Lower respiratory infections,1,82.1973091,8179.765766,Infectious,4,64
zAfter,Laman Satong,Kepayang,Malaria,1,82.1973091,8179.765766,Infectious,0,64
zAfter,Laman Satong,Kepayang,Malnutrition,1,82.1973091,8179.765766,Non-infectious,0,64
zAfter,Laman Satong,Kepayang,NTD,1,82.1973091,8179.765766,Infectious,0,576
zAfter,Laman Satong,Kepayang,Trauma,1,82.1973091,8179.765766,Other,1,64
zAfter,Laman Satong,Kepayang,Tuberculosis,1,82.1973091,8179.765766,Infectious,1,64
zAfter,Laman Satong,Kepayang,Untracked,1,82.1973091,8179.765766,Untracked,47,256
zAfter,Laman Satong,Kepayang,Upper respiratory infections,1,82.1973091,8179.765766,Infectious,3,64
zAfter,Laman Satong,Manjau,Anemia,1,82.1973091,8179.765766,Other,0,53
zAfter,Laman Satong,Manjau,Childhood-cluster diseases,1,82.1973091,8179.765766,Infectious,0,53
zAfter,Laman Satong,Manjau,COPD,1,82.1973091,8179.765766,Non-infectious,1,53
zAfter,Laman Satong,Manjau,Dental disease,1,82.1973091,8179.765766,Other,13,53
zAfter,Laman Satong,Manjau,Diabetes,1,82.1973091,8179.765766,Non-infectious,2,53
zAfter,Laman Satong,Manjau,Diarrheal disease,1,82.1973091,8179.765766,Infectious,0,53
zAfter,Laman Satong,Manjau,Heart Disease,1,82.1973091,8179.765766,Non-infectious,3,53
zAfter,Laman Satong,Manjau,Liver Disease,1,82.1973091,8179.765766,Other,0,53
zAfter,Laman Satong,Manjau,Lower respiratory infections,1,82.1973091,8179.765766,Infectious,0,53
zAfter,Laman Satong,Manjau,Malaria,1,82.1973091,8179.765766,Infectious,0,53
zAfter,Laman Satong,Manjau,Malnutrition,1,82.1973091,8179.765766,Non-infectious,0,53
zAfter,Laman Satong,Manjau,NTD,1,82.1973091,8179.765766,Infectious,1,477
zAfter,Laman Satong,Manjau,Trauma,1,82.1973091,8179.765766,Other,1,53
zAfter,Laman Satong,Manjau,Tuberculosis,1,82.1973091,8179.765766,Infectious,1,53
zAfter,Laman Satong,Manjau,Untracked,1,82.1973091,8179.765766,Untracked,36,212
zAfter,Laman Satong,Manjau,Upper respiratory infections,1,82.1973091,8179.765766,Infectious,3,53
zAfter,Laman Satong,Nek Doyan,Anemia,1,82.1973091,8179.765766,Other,0,49
zAfter,Laman Satong,Nek Doyan,Childhood-cluster diseases,1,82.1973091,8179.765766,Infectious,0,49
zAfter,Laman Satong,Nek Doyan,COPD,1,82.1973091,8179.765766,Non-infectious,1,49
zAfter,Laman Satong,Nek Doyan,Dental disease,1,82.1973091,8179.765766,Other,3,49
zAfter,Laman Satong,Nek Doyan,Diabetes,1,82.1973091,8179.765766,Non-infectious,0,49
zAfter,Laman Satong,Nek Doyan,Diarrheal disease,1,82.1973091,8179.765766,Infectious,1,49
zAfter,Laman Satong,Nek Doyan,Heart Disease,1,82.1973091,8179.765766,Non-infectious,5,49
zAfter,Laman Satong,Nek Doyan,Liver Disease,1,82.1973091,8179.765766,Other,0,49
zAfter,Laman Satong,Nek Doyan,Lower respiratory infections,1,82.1973091,8179.765766,Infectious,6,49
zAfter,Laman Satong,Nek Doyan,Malaria,1,82.1973091,8179.765766,Infectious,0,49
zAfter,Laman Satong,Nek Doyan,Malnutrition,1,82.1973091,8179.765766,Non-infectious,0,49
zAfter,Laman Satong,Nek Doyan,NTD,1,82.1973091,8179.765766,Infectious,0,441
zAfter,Laman Satong,Nek Doyan,Trauma,1,82.1973091,8179.765766,Other,0,49
zAfter,Laman Satong,Nek Doyan,Tuberculosis,1,82.1973091,8179.765766,Infectious,5,49
zAfter,Laman Satong,Nek Doyan,Untracked,1,82.1973091,8179.765766,Untracked,35,196
zAfter,Laman Satong,Nek Doyan,Upper respiratory infections,1,82.1973091,8179.765766,Infectious,2,49
zAfter,Mata-Mata,Harapan Maju,Anemia,1,65.49705557,3796.506608,Other,0,88
zAfter,Mata-Mata,Harapan Maju,Childhood-cluster diseases,1,65.49705557,3796.506608,Infectious,0,88
zAfter,Mata-Mata,Harapan Maju,COPD,1,65.49705557,3796.506608,Non-infectious,1,88
zAfter,Mata-Mata,Harapan Maju,Dental disease,1,65.49705557,3796.506608,Other,14,88
zAfter,Mata-Mata,Harapan Maju,Diabetes,1,65.49705557,3796.506608,Non-infectious,2,88
zAfter,Mata-Mata,Harapan Maju,Diarrheal disease,1,65.49705557,3796.506608,Infectious,0,88
zAfter,Mata-Mata,Harapan Maju,Heart Disease,1,65.49705557,3796.506608,Non-infectious,2,88
zAfter,Mata-Mata,Harapan Maju,Liver Disease,1,65.49705557,3796.506608,Other,0,88
zAfter,Mata-Mata,Harapan Maju,Lower respiratory infections,1,65.49705557,3796.506608,Infectious,4,88
zAfter,Mata-Mata,Harapan Maju,Malaria,1,65.49705557,3796.506608,Infectious,0,88
zAfter,Mata-Mata,Harapan Maju,Malnutrition,1,65.49705557,3796.506608,Non-infectious,2,88
zAfter,Mata-Mata,Harapan Maju,NTD,1,65.49705557,3796.506608,Infectious,3,792
zAfter,Mata-Mata,Harapan Maju,Trauma,1,65.49705557,3796.506608,Other,0,88
zAfter,Mata-Mata,Harapan Maju,Tuberculosis,1,65.49705557,3796.506608,Infectious,2,88
zAfter,Mata-Mata,Harapan Maju,Untracked,1,65.49705557,3796.506608,Untracked,67,352
zAfter,Mata-Mata,Harapan Maju,Upper respiratory infections,1,65.49705557,3796.506608,Infectious,5,88
zAfter,Mata-Mata,Suka Bangun,Anemia,1,65.49705557,3796.506608,Other,0,20
zAfter,Mata-Mata,Suka Bangun,Childhood-cluster diseases,1,65.49705557,3796.506608,Infectious,0,20
zAfter,Mata-Mata,Suka Bangun,COPD,1,65.49705557,3796.506608,Non-infectious,1,20
zAfter,Mata-Mata,Suka Bangun,Dental disease,1,65.49705557,3796.506608,Other,0,20
